id,date,customerId,productId,orderChannel,quantaty,unitPrice,discount,totalPrice
ORD002141,2025-09-13 18:25:45,CUS000198,PROD000011,Partner C,4,231.87,0.0,927.48
ORD002142,2025-07-12 08:55:37,CUS000187,PROD000018,Messe,8,550.74,0.091,4004.98
ORD002143,2025-12-14 15:59:38,CUS000006,PROD000015,Partner F,8,834.88,0.148,5690.54
ORD002144,2025-04-13 12:51:00,CUS000031,PROD000001,Interner Vertrieb,11,1692.54,0.128,16234.84
ORD002145,2025-03-07 15:43:25,CUS000105,PROD000007,Partner B,1,202.03,0.131,175.56
ORD002146,2025-05-02 20:31:34,CUS000094,PROD000013,Interner Vertrieb,2,235.2,0.04,451.58
ORD002147,2025-08-13 04:31:26,CUS000056,PROD000012,Messe,5,324.04,0.091,1472.76
ORD002148,2025-02-25 16:20:33,CUS000182,PROD000018,Partner D,9,550.74,0.009,4912.05
ORD002149,2025-09-29 18:24:35,CUS000169,PROD000019,Messe,10,1669.62,0.088,15226.93
ORD002150,2025-03-16 06:41:05,CUS000018,PROD000015,Interner Vertrieb,11,834.88,0.149,7815.31
ORD002151,2025-07-19 07:07:57,CUS000087,PROD000008,Partner C,11,292.42,0.151,2730.91
ORD002152,2025-11-26 20:49:16,CUS000023,PROD000019,Interner Vertrieb,7,1669.62,0.182,9560.24
ORD002153,2025-02-13 12:54:35,CUS000164,PROD000010,Partner B,10,616.11,0.129,5366.32
ORD002154,2025-11-14 10:38:30,CUS000025,PROD000007,Partner A,5,202.03,0.104,905.09
ORD002155,2025-10-08 00:16:01,CUS000007,PROD000018,Partner B,1,550.74,0.124,482.45
ORD002156,2025-10-15 17:31:11,CUS000148,PROD000016,Messe,6,741.45,0.114,3941.55
ORD002157,2025-10-24 22:19:56,CUS000133,PROD000020,Partner A,8,905.55,0.04,6954.62
ORD002158,2025-11-01 06:43:38,CUS000018,PROD000006,Partner C,7,619.05,0.004,4316.02
ORD002159,2025-08-18 20:15:44,CUS000106,PROD000009,Messe,2,993.94,0.124,1741.38
ORD002160,2025-09-14 08:18:48,CUS000033,PROD000013,Messe,5,235.2,0.185,958.44
ORD002161,2025-12-05 16:51:28,CUS000079,PROD000008,Partner B,11,292.42,0.126,2811.33
ORD002162,2025-11-18 13:38:47,CUS000035,PROD000016,Messe,4,741.45,0.0,2965.8
ORD002163,2025-04-09 23:27:26,CUS000110,PROD000013,Partner B,9,235.2,0.054,2002.49
ORD002164,2025-03-26 06:38:25,CUS000065,PROD000013,Partner C,10,235.2,0.07,2187.36
ORD002165,2025-03-01 07:33:15,CUS000063,PROD000017,Messe,1,405.5,0.0,405.5
ORD002166,2025-03-04 15:07:43,CUS000072,PROD000020,Onlineshop,6,905.55,0.011,5373.53
ORD002167,2025-02-15 21:02:15,CUS000199,PROD000005,Messe,3,1086.81,0.078,3006.12
ORD002168,2025-11-04 04:19:56,CUS000041,PROD000017,Onlineshop,11,405.5,0.093,4045.67
ORD002169,2025-11-15 12:54:58,CUS000178,PROD000009,Partner B,9,993.94,0.031,8668.15
ORD002170,2025-06-21 10:29:03,CUS000128,PROD000002,Partner C,5,498.02,0.009,2467.69
ORD002171,2025-09-27 08:05:25,CUS000108,PROD000018,Partner B,6,550.74,0.14,2841.82
ORD002172,2025-04-15 00:58:58,CUS000104,PROD000009,Partner C,11,993.94,0.061,10266.41
ORD002173,2025-06-09 20:07:57,CUS000158,PROD000006,Partner A,9,619.05,0.068,5192.59
ORD002174,2025-05-20 07:46:14,CUS000038,PROD000011,Partner B,9,231.87,0.053,1976.23
ORD002175,2025-04-20 13:34:01,CUS000035,PROD000006,Messe,8,619.05,0.041,4749.35
ORD002176,2025-05-07 22:10:48,CUS000194,PROD000006,Messe,9,619.05,0.145,4763.59
ORD002177,2025-04-13 03:07:11,CUS000174,PROD000013,Partner D,4,235.2,0.036,906.93
ORD002178,2025-07-27 23:42:25,CUS000136,PROD000011,Partner C,6,231.87,0.089,1267.4
ORD002179,2025-10-23 00:20:14,CUS000102,PROD000014,Partner F,5,292.78,0.08,1346.79
ORD002180,2025-03-17 20:50:35,CUS000068,PROD000002,Partner D,5,498.02,0.0,2490.1
ORD002181,2025-04-27 08:27:09,CUS000037,PROD000008,Messe,4,292.42,0.092,1062.07
ORD002182,2025-07-03 20:52:52,CUS000085,PROD000003,Partner A,2,292.75,0.003,583.74
ORD002183,2025-02-17 02:05:16,CUS000141,PROD000003,Partner C,6,292.75,0.112,1559.77
ORD002184,2025-04-04 09:06:27,CUS000173,PROD000001,Messe,9,1692.54,0.021,14912.97
ORD002185,2025-01-20 04:11:11,CUS000029,PROD000019,Messe,1,1669.62,0.106,1492.64
ORD002186,2025-09-17 22:34:11,CUS000041,PROD000018,Partner C,7,550.74,0.059,3627.72
ORD002187,2025-09-23 07:21:21,CUS000056,PROD000017,Partner A,6,405.5,0.046,2321.08
ORD002188,2025-04-09 16:39:31,CUS000016,PROD000020,Messe,3,905.55,0.091,2469.43
ORD002189,2025-07-23 05:51:22,CUS000140,PROD000013,Partner C,1,235.2,0.006,233.79
ORD002190,2025-04-26 02:00:31,CUS000066,PROD000003,Onlineshop,4,292.75,0.077,1080.83
ORD002191,2025-09-08 21:24:32,CUS000190,PROD000001,Partner C,9,1692.54,0.119,13420.15
ORD002192,2025-09-24 09:53:15,CUS000147,PROD000004,Partner A,2,439.9,0.132,763.67
ORD002193,2025-08-30 02:59:33,CUS000158,PROD000013,Interner Vertrieb,3,235.2,0.057,665.38
ORD002194,2025-09-28 18:31:44,CUS000144,PROD000017,Partner C,2,405.5,0.064,759.1
ORD002195,2025-07-21 02:25:13,CUS000141,PROD000011,Partner A,2,231.87,0.005,461.42
ORD002196,2025-08-28 19:07:33,CUS000069,PROD000002,Partner A,10,498.02,0.042,4771.03
ORD002197,2025-04-17 00:50:08,CUS000023,PROD000016,Partner C,11,741.45,0.002,8139.64
ORD002198,2025-06-10 17:04:21,CUS000190,PROD000002,Partner C,11,498.02,0.102,4919.44
ORD002199,2025-07-05 07:42:17,CUS000159,PROD000019,Partner B,8,1669.62,0.122,11727.41
ORD002200,2025-08-06 19:50:15,CUS000053,PROD000019,Partner A,3,1669.62,0.057,4723.35
ORD002201,2025-11-29 00:59:38,CUS000120,PROD000016,Messe,7,741.45,0.027,5050.02
ORD002202,2025-02-12 08:39:45,CUS000145,PROD000019,Partner A,8,1669.62,0.095,12088.05
ORD002203,2025-08-05 04:55:13,CUS000128,PROD000009,Partner B,3,993.94,0.037,2871.49
ORD002204,2025-10-14 23:53:49,CUS000049,PROD000001,Partner B,2,1692.54,0.114,2999.18
ORD002205,2025-08-24 13:48:47,CUS000177,PROD000010,Messe,8,616.11,0.177,4056.47
ORD002206,2025-07-27 15:39:26,CUS000195,PROD000019,Partner C,3,1669.62,0.036,4828.54
ORD002207,2025-01-07 08:32:28,CUS000154,PROD000001,Interner Vertrieb,7,1692.54,0.043,11338.33
ORD002208,2025-02-02 02:28:27,CUS000013,PROD000002,Interner Vertrieb,1,498.02,0.007,494.53
ORD002209,2025-12-12 10:03:38,CUS000108,PROD000016,Partner F,6,741.45,0.087,4061.66
ORD002210,2025-09-10 20:06:58,CUS000166,PROD000012,Partner F,9,324.04,0.084,2671.39
ORD002211,2025-02-02 02:32:19,CUS000150,PROD000008,Partner C,3,292.42,0.066,819.36
ORD002212,2025-01-23 09:42:20,CUS000085,PROD000018,Interner Vertrieb,7,550.74,0.081,3542.91
ORD002213,2025-02-09 18:09:15,CUS000157,PROD000002,Partner B,6,498.02,0.028,2904.45
ORD002214,2025-02-27 03:18:30,CUS000045,PROD000013,Partner C,8,235.2,0.0,1881.6
ORD002215,2025-06-05 09:38:36,CUS000174,PROD000006,Partner E,3,619.05,0.042,1779.15
ORD002216,2025-11-20 01:04:10,CUS000167,PROD000006,Interner Vertrieb,3,619.05,0.0,1857.15
ORD002217,2025-03-01 16:11:12,CUS000197,PROD000009,Partner C,4,993.94,0.036,3832.63
ORD002218,2025-06-13 22:19:49,CUS000082,PROD000016,Partner B,3,741.45,0.095,2013.04
ORD002219,2025-08-19 22:55:42,CUS000068,PROD000011,Partner D,9,231.87,0.083,1913.62
ORD002220,2025-08-01 04:08:46,CUS000097,PROD000007,Partner D,11,202.03,0.0,2222.33
ORD002221,2025-11-09 11:03:59,CUS000167,PROD000010,Messe,4,616.11,0.132,2139.13
ORD002222,2025-08-26 17:38:58,CUS000148,PROD000010,Partner C,6,616.11,0.07,3437.89
ORD002223,2025-05-05 17:03:06,CUS000077,PROD000020,Partner C,8,905.55,0.015,7135.73
ORD002224,2025-06-29 08:22:17,CUS000196,PROD000018,Partner B,11,550.74,0.062,5682.54
ORD002225,2025-02-21 04:13:10,CUS000035,PROD000020,Partner B,8,905.55,0.051,6874.94
ORD002226,2025-01-30 08:08:57,CUS000136,PROD000009,Interner Vertrieb,5,993.94,0.037,4785.82
ORD002227,2025-05-14 15:14:41,CUS000052,PROD000015,Partner B,5,834.88,0.121,3669.3
ORD002228,2025-01-10 09:41:01,CUS000040,PROD000004,Interner Vertrieb,6,439.9,0.025,2573.41
ORD002229,2025-09-03 10:04:12,CUS000121,PROD000008,Messe,10,292.42,0.089,2663.95
ORD002230,2025-12-05 05:02:59,CUS000113,PROD000009,Partner D,7,993.94,0.013,6867.13
ORD002231,2025-08-03 01:37:20,CUS000111,PROD000013,Partner A,10,235.2,0.078,2168.54
ORD002232,2025-02-01 08:57:06,CUS000036,PROD000009,Interner Vertrieb,7,993.94,0.093,6310.53
ORD002233,2025-10-29 23:11:08,CUS000134,PROD000004,Partner B,4,439.9,0.093,1595.96
ORD002234,2025-05-12 14:19:20,CUS000070,PROD000017,Partner B,6,405.5,0.084,2228.63
ORD002235,2025-06-28 06:58:22,CUS000073,PROD000016,Partner B,7,741.45,0.068,4837.22
ORD002236,2025-10-13 16:29:42,CUS000016,PROD000015,Partner C,5,834.88,0.027,4061.69
ORD002237,2025-10-06 18:55:24,CUS000174,PROD000003,Messe,5,292.75,0.027,1424.23
ORD002238,2025-11-04 07:41:16,CUS000187,PROD000020,Partner C,2,905.55,0.095,1639.05
ORD002239,2025-03-16 12:53:30,CUS000038,PROD000005,Partner C,7,1086.81,0.017,7478.34
ORD002240,2025-04-11 09:29:23,CUS000018,PROD000005,Onlineshop,6,1086.81,0.005,6488.26
ORD002241,2025-07-19 07:43:27,CUS000012,PROD000020,Interner Vertrieb,11,905.55,0.151,8456.93
ORD002242,2025-07-31 13:39:13,CUS000054,PROD000015,Partner A,1,834.88,0.067,778.94
ORD002243,2025-12-24 19:17:02,CUS000175,PROD000018,Partner C,4,550.74,0.112,1956.23
ORD002244,2025-02-10 08:31:09,CUS000001,PROD000015,Partner E,3,834.88,0.124,2194.06
ORD002245,2025-06-23 13:08:35,CUS000143,PROD000002,Partner C,3,498.02,0.083,1370.05
ORD002246,2025-10-29 22:13:41,CUS000111,PROD000013,Partner A,7,235.2,0.061,1545.97
ORD002247,2025-11-11 22:06:02,CUS000021,PROD000004,Messe,11,439.9,0.062,4538.89
ORD002248,2025-02-13 02:09:06,CUS000129,PROD000010,Partner B,10,616.11,0.16,5175.32
ORD002249,2025-10-03 22:40:16,CUS000093,PROD000013,Onlineshop,4,235.2,0.052,891.88
ORD002250,2025-04-25 07:00:13,CUS000195,PROD000010,Messe,8,616.11,0.089,4490.21
ORD002251,2025-05-11 06:15:07,CUS000140,PROD000009,Partner B,11,993.94,0.114,9686.94
ORD002252,2025-01-03 14:24:55,CUS000124,PROD000008,Messe,9,292.42,0.093,2387.02
ORD002253,2025-05-12 14:21:15,CUS000156,PROD000003,Partner F,3,292.75,0.134,760.56
ORD002254,2025-08-23 00:20:44,CUS000039,PROD000016,Messe,5,741.45,0.061,3481.11
ORD002255,2025-11-01 00:34:28,CUS000165,PROD000014,Partner B,4,292.78,0.114,1037.61
ORD002256,2025-06-12 18:38:38,CUS000060,PROD000009,Messe,10,993.94,0.0,9939.4
ORD002257,2025-10-09 14:23:11,CUS000159,PROD000011,Interner Vertrieb,6,231.87,0.147,1186.71
ORD002258,2025-10-16 04:47:32,CUS000186,PROD000003,Onlineshop,11,292.75,0.136,2782.3
ORD002259,2025-10-12 00:24:26,CUS000097,PROD000005,Partner C,10,1086.81,0.065,10161.67
ORD002260,2025-06-28 02:39:15,CUS000104,PROD000010,Partner A,4,616.11,0.102,2213.07
ORD002261,2025-12-13 10:48:37,CUS000139,PROD000013,Interner Vertrieb,8,235.2,0.125,1646.4
ORD002262,2025-04-24 10:01:54,CUS000110,PROD000004,Partner B,3,439.9,0.028,1282.75
ORD002263,2025-02-08 15:50:16,CUS000029,PROD000013,Partner B,11,235.2,0.073,2398.33
ORD002264,2025-08-27 13:08:20,CUS000089,PROD000012,Partner B,5,324.04,0.015,1595.9
ORD002265,2025-12-28 02:52:42,CUS000119,PROD000005,Partner A,1,1086.81,0.137,937.92
ORD002266,2025-06-03 07:21:36,CUS000141,PROD000010,Partner B,6,616.11,0.121,3249.36
ORD002267,2025-01-22 09:17:45,CUS000051,PROD000009,Partner C,11,993.94,0.066,10211.74
ORD002268,2025-06-22 16:53:15,CUS000108,PROD000020,Partner C,5,905.55,0.06,4256.08
ORD002269,2025-10-09 23:45:41,CUS000182,PROD000007,Messe,8,202.03,0.073,1498.25
ORD002270,2025-06-18 14:56:14,CUS000147,PROD000002,Partner D,9,498.02,0.035,4325.3
ORD002271,2025-07-01 10:02:09,CUS000058,PROD000007,Interner Vertrieb,8,202.03,0.071,1501.49
ORD002272,2025-04-18 17:34:52,CUS000036,PROD000008,Partner C,8,292.42,0.028,2273.86
ORD002273,2025-09-08 20:52:50,CUS000028,PROD000007,Onlineshop,3,202.03,0.125,530.33
ORD002274,2025-02-16 11:52:16,CUS000196,PROD000014,Interner Vertrieb,4,292.78,0.137,1010.68
ORD002275,2025-06-10 12:44:08,CUS000131,PROD000019,Partner C,11,1669.62,0.127,16033.36
ORD002276,2025-07-18 04:07:51,CUS000101,PROD000005,Partner C,4,1086.81,0.02,4260.3
ORD002277,2025-03-08 13:18:03,CUS000107,PROD000018,Messe,11,550.74,0.07,5634.07
ORD002278,2025-01-13 10:36:01,CUS000089,PROD000020,Partner C,5,905.55,0.109,4034.23
ORD002279,2025-09-05 17:14:54,CUS000169,PROD000012,Onlineshop,9,324.04,0.118,2572.23
ORD002280,2025-05-19 07:36:11,CUS000035,PROD000017,Partner B,9,405.5,0.0,3649.5
ORD002281,2025-08-10 16:52:31,CUS000093,PROD000013,Onlineshop,10,235.2,0.117,2076.82
ORD002282,2025-07-27 07:22:02,CUS000105,PROD000002,Partner B,1,498.02,0.018,489.06
ORD002283,2025-12-27 16:39:35,CUS000076,PROD000013,Partner C,8,235.2,0.072,1746.12
ORD002284,2025-05-29 22:03:39,CUS000084,PROD000007,Partner C,1,202.03,0.143,173.14
ORD002285,2025-10-18 05:01:33,CUS000076,PROD000010,Messe,2,616.11,0.136,1064.64
ORD002286,2025-01-29 15:29:28,CUS000050,PROD000006,Interner Vertrieb,7,619.05,0.146,3700.68
ORD002287,2025-03-13 08:49:20,CUS000100,PROD000003,Partner A,8,292.75,0.027,2278.77
ORD002288,2025-09-17 20:02:36,CUS000158,PROD000003,Partner E,1,292.75,0.039,281.33
ORD002289,2025-06-07 01:15:32,CUS000072,PROD000018,Partner C,3,550.74,0.052,1566.3
ORD002290,2025-09-17 12:20:23,CUS000115,PROD000011,Partner B,7,231.87,0.073,1504.6
ORD002291,2025-09-21 07:22:54,CUS000077,PROD000020,Partner B,9,905.55,0.091,7408.3
ORD002292,2025-01-29 06:24:26,CUS000121,PROD000005,Partner B,8,1086.81,0.144,7442.47
ORD002293,2025-02-21 08:41:17,CUS000198,PROD000019,Partner C,8,1669.62,0.034,12902.82
ORD002294,2025-12-10 20:10:25,CUS000054,PROD000019,Messe,9,1669.62,0.049,14290.28
ORD002295,2025-06-09 15:27:47,CUS000071,PROD000015,Interner Vertrieb,10,834.88,0.151,7088.13
ORD002296,2025-04-22 04:42:46,CUS000085,PROD000016,Messe,3,741.45,0.022,2175.41
ORD002297,2025-03-02 15:53:38,CUS000102,PROD000009,Partner C,8,993.94,0.116,7029.14
ORD002298,2025-11-07 10:26:07,CUS000107,PROD000004,Partner B,1,439.9,0.076,406.47
ORD002299,2025-09-11 19:04:11,CUS000179,PROD000015,Partner C,8,834.88,0.099,6017.82
ORD002300,2025-03-05 10:32:20,CUS000028,PROD000012,Partner D,7,324.04,0.039,2179.82
ORD002301,2025-10-05 16:23:51,CUS000192,PROD000003,Interner Vertrieb,8,292.75,0.115,2072.67
ORD002302,2025-12-04 07:14:03,CUS000108,PROD000014,Partner F,1,292.78,0.047,279.02
ORD002303,2025-11-23 18:48:25,CUS000021,PROD000017,Onlineshop,6,405.5,0.009,2411.1
ORD002304,2025-12-28 15:47:14,CUS000155,PROD000019,Partner A,7,1669.62,0.104,10471.86
ORD002305,2025-10-14 21:30:59,CUS000027,PROD000006,Partner A,11,619.05,0.0,6809.55
ORD002306,2025-02-27 15:41:02,CUS000077,PROD000004,Partner A,5,439.9,0.052,2085.13
ORD002307,2025-09-04 13:20:24,CUS000050,PROD000007,Onlineshop,5,202.03,0.095,914.19
ORD002308,2025-03-03 05:38:37,CUS000157,PROD000019,Partner B,7,1669.62,0.118,10308.23
ORD002309,2025-01-06 23:59:09,CUS000167,PROD000017,Onlineshop,11,405.5,0.141,3831.57
ORD002310,2025-08-16 12:53:26,CUS000057,PROD000016,Partner C,3,741.45,0.169,1848.43
ORD002311,2025-01-10 05:39:28,CUS000119,PROD000015,Onlineshop,6,834.88,0.154,4237.85
ORD002312,2025-10-13 12:47:57,CUS000165,PROD000008,Partner C,7,292.42,0.09,1862.72
ORD002313,2025-10-20 04:28:27,CUS000064,PROD000019,Partner B,1,1669.62,0.136,1442.55
ORD002314,2025-09-24 01:43:47,CUS000048,PROD000008,Messe,2,292.42,0.089,532.79
ORD002315,2025-01-31 17:46:11,CUS000150,PROD000018,Partner F,4,550.74,0.114,1951.82
ORD002316,2025-07-05 04:18:16,CUS000158,PROD000016,Partner C,8,741.45,0.05,5635.02
ORD002317,2025-09-17 02:25:41,CUS000156,PROD000020,Partner D,11,905.55,0.103,8935.06
ORD002318,2025-12-04 12:57:19,CUS000151,PROD000019,Partner D,10,1669.62,0.056,15761.21
ORD002319,2025-12-25 21:15:36,CUS000004,PROD000010,Partner B,6,616.11,0.071,3434.2
ORD002320,2025-08-16 10:45:15,CUS000131,PROD000017,Partner C,1,405.5,0.103,363.73
ORD002321,2025-03-26 22:50:38,CUS000061,PROD000013,Partner B,10,235.2,0.185,1916.88
ORD002322,2025-06-03 04:55:49,CUS000096,PROD000013,Messe,5,235.2,0.1,1058.4
ORD002323,2025-07-11 04:56:21,CUS000004,PROD000007,Partner C,7,202.03,0.079,1302.49
ORD002324,2025-10-07 00:31:48,CUS000065,PROD000010,Interner Vertrieb,6,616.11,0.038,3556.19
ORD002325,2025-06-17 10:39:48,CUS000140,PROD000002,Partner C,9,498.02,0.125,3921.91
ORD002326,2025-08-04 01:38:09,CUS000141,PROD000004,Interner Vertrieb,8,439.9,0.063,3297.49
ORD002327,2025-02-04 00:09:59,CUS000162,PROD000006,Partner B,4,619.05,0.099,2231.06
ORD002328,2025-06-26 22:20:55,CUS000124,PROD000018,Partner C,11,550.74,0.115,5361.45
ORD002329,2025-10-10 01:53:14,CUS000187,PROD000006,Partner C,5,619.05,0.143,2652.63
ORD002330,2025-04-15 03:36:44,CUS000093,PROD000017,Messe,7,405.5,0.122,2492.2
ORD002331,2025-02-26 19:49:36,CUS000031,PROD000014,Messe,8,292.78,0.019,2297.74
ORD002332,2025-07-09 07:09:59,CUS000071,PROD000011,Interner Vertrieb,5,231.87,0.0,1159.35
ORD002333,2025-07-01 23:51:48,CUS000141,PROD000019,Partner C,9,1669.62,0.115,13298.52
ORD002334,2025-04-17 02:25:21,CUS000182,PROD000002,Messe,10,498.02,0.084,4561.86
ORD002335,2025-02-08 05:36:29,CUS000002,PROD000003,Partner B,4,292.75,0.1,1053.9
ORD002336,2025-04-03 21:16:47,CUS000161,PROD000011,Onlineshop,4,231.87,0.166,773.52
ORD002337,2025-09-02 13:53:21,CUS000050,PROD000006,Messe,8,619.05,0.049,4709.73
ORD002338,2025-06-17 20:07:09,CUS000135,PROD000014,Partner D,1,292.78,0.145,250.33
ORD002339,2025-10-23 18:26:54,CUS000146,PROD000019,Partner B,8,1669.62,0.05,12689.11
ORD002340,2025-11-08 17:03:26,CUS000179,PROD000016,Messe,5,741.45,0.158,3121.5
ORD002341,2025-06-05 23:20:05,CUS000008,PROD000007,Messe,11,202.03,0.118,1960.1
ORD002342,2025-05-10 06:01:03,CUS000055,PROD000008,Partner F,1,292.42,0.005,290.96
ORD002343,2025-02-06 11:31:22,CUS000043,PROD000019,Partner B,4,1669.62,0.059,6284.45
ORD002344,2025-12-17 22:02:00,CUS000187,PROD000020,Onlineshop,2,905.55,0.176,1492.35
ORD002345,2025-02-07 03:40:16,CUS000030,PROD000016,Partner B,4,741.45,0.17,2461.61
ORD002346,2025-11-15 19:35:01,CUS000059,PROD000007,Partner B,8,202.03,0.11,1438.45
ORD002347,2025-03-19 23:28:40,CUS000009,PROD000009,Partner C,5,993.94,0.098,4482.67
ORD002348,2025-01-28 15:43:03,CUS000068,PROD000013,Messe,1,235.2,0.092,213.56
ORD002349,2025-10-03 03:52:42,CUS000167,PROD000001,Onlineshop,7,1692.54,0.102,10639.31
ORD002350,2025-07-16 01:54:29,CUS000081,PROD000008,Onlineshop,1,292.42,0.073,271.07
ORD002351,2025-12-13 16:28:34,CUS000139,PROD000004,Partner C,9,439.9,0.141,3400.87
ORD002352,2025-06-17 09:48:07,CUS000123,PROD000003,Partner B,3,292.75,0.109,782.52
ORD002353,2025-09-21 07:39:20,CUS000130,PROD000003,Messe,3,292.75,0.032,850.15
ORD002354,2025-03-03 03:19:39,CUS000023,PROD000013,Partner C,6,235.2,0.113,1251.73
ORD002355,2025-04-24 17:12:24,CUS000191,PROD000008,Messe,10,292.42,0.088,2666.87
ORD002356,2025-01-30 10:17:17,CUS000022,PROD000007,Partner C,6,202.03,0.064,1134.6
ORD002357,2025-04-03 23:39:11,CUS000189,PROD000001,Onlineshop,11,1692.54,0.175,15359.8
ORD002358,2025-05-17 08:05:34,CUS000154,PROD000016,Messe,11,741.45,0.085,7462.69
ORD002359,2025-11-30 02:11:27,CUS000140,PROD000006,Partner B,6,619.05,0.0,3714.3
ORD002360,2025-10-16 00:22:13,CUS000160,PROD000007,Interner Vertrieb,1,202.03,0.068,188.29
ORD002361,2025-02-18 03:09:09,CUS000009,PROD000012,Partner B,5,324.04,0.13,1409.57
ORD002362,2025-12-26 03:15:39,CUS000197,PROD000009,Messe,6,993.94,0.034,5760.88
ORD002363,2025-12-22 13:13:55,CUS000090,PROD000011,Partner E,8,231.87,0.128,1617.53
ORD002364,2025-04-23 16:06:56,CUS000199,PROD000010,Onlineshop,1,616.11,0.03,597.63
ORD002365,2025-09-04 14:55:05,CUS000033,PROD000001,Partner B,5,1692.54,0.147,7218.68
ORD002366,2025-04-28 16:13:27,CUS000152,PROD000018,Partner E,3,550.74,0.051,1567.96
ORD002367,2025-04-08 08:23:59,CUS000089,PROD000004,Partner D,2,439.9,0.062,825.25
ORD002368,2025-07-05 19:01:05,CUS000095,PROD000005,Partner A,11,1086.81,0.059,11249.57
ORD002369,2025-11-02 15:49:15,CUS000069,PROD000009,Messe,8,993.94,0.11,7076.85
ORD002370,2025-04-15 13:53:36,CUS000038,PROD000017,Partner B,7,405.5,0.172,2350.28
ORD002371,2025-04-14 17:27:29,CUS000139,PROD000003,Partner B,10,292.75,0.081,2690.37
ORD002372,2025-05-29 17:50:24,CUS000160,PROD000016,Partner B,7,741.45,0.079,4780.13
ORD002373,2025-04-06 21:22:40,CUS000064,PROD000005,Interner Vertrieb,5,1086.81,0.051,5156.91
ORD002374,2025-12-08 20:30:04,CUS000072,PROD000016,Partner D,9,741.45,0.0,6673.05
ORD002375,2025-08-06 21:46:05,CUS000020,PROD000003,Partner B,5,292.75,0.056,1381.78
ORD002376,2025-04-08 02:08:32,CUS000034,PROD000020,Onlineshop,2,905.55,0.017,1780.31
ORD002377,2025-07-28 20:38:36,CUS000111,PROD000015,Partner B,3,834.88,0.0,2504.64
ORD002378,2025-01-23 13:02:43,CUS000042,PROD000003,Partner C,4,292.75,0.076,1082.0
ORD002379,2025-11-07 03:14:33,CUS000136,PROD000020,Partner D,5,905.55,0.053,4287.78
ORD002380,2025-11-10 02:08:21,CUS000066,PROD000014,Onlineshop,3,292.78,0.149,747.47
ORD002381,2025-03-30 14:15:02,CUS000021,PROD000016,Partner B,7,741.45,0.037,4998.11
ORD002382,2025-02-14 22:22:29,CUS000079,PROD000017,Messe,5,405.5,0.114,1796.36
ORD002383,2025-09-08 13:57:58,CUS000070,PROD000020,Partner D,5,905.55,0.113,4016.11
ORD002384,2025-10-03 17:20:25,CUS000005,PROD000018,Interner Vertrieb,6,550.74,0.147,2818.69
ORD002385,2025-04-08 16:17:49,CUS000067,PROD000018,Partner C,7,550.74,0.071,3581.46
ORD002386,2025-10-11 01:08:09,CUS000171,PROD000014,Partner C,10,292.78,0.146,2500.34
ORD002387,2025-07-04 12:13:37,CUS000016,PROD000018,Onlineshop,10,550.74,0.108,4912.6
ORD002388,2025-02-26 02:01:50,CUS000099,PROD000015,Partner B,8,834.88,0.137,5764.01
ORD002389,2025-08-29 11:39:13,CUS000073,PROD000015,Partner B,9,834.88,0.2,6011.14
ORD002390,2025-04-16 10:26:49,CUS000035,PROD000006,Interner Vertrieb,11,619.05,0.074,6305.64
ORD002391,2025-06-20 00:19:02,CUS000083,PROD000015,Partner B,4,834.88,0.089,3042.3
ORD002392,2025-11-11 07:35:07,CUS000171,PROD000018,Partner F,5,550.74,0.062,2582.97
ORD002393,2025-05-30 09:30:24,CUS000110,PROD000004,Partner D,5,439.9,0.157,1854.18
ORD002394,2025-11-07 01:35:35,CUS000039,PROD000008,Interner Vertrieb,8,292.42,0.21,1848.09
ORD002395,2025-06-29 20:08:42,CUS000010,PROD000015,Interner Vertrieb,9,834.88,0.117,6634.79
ORD002396,2025-12-16 14:03:40,CUS000148,PROD000003,Partner B,7,292.75,0.0,2049.25
ORD002397,2025-06-16 13:33:54,CUS000001,PROD000015,Onlineshop,5,834.88,0.036,4024.12
ORD002398,2025-10-06 04:39:22,CUS000006,PROD000013,Messe,3,235.2,0.138,608.23
ORD002399,2025-01-17 17:01:57,CUS000181,PROD000009,Interner Vertrieb,1,993.94,0.023,971.08
ORD002400,2025-02-21 00:49:12,CUS000174,PROD000002,Partner B,11,498.02,0.05,5204.31
ORD002401,2025-11-21 08:19:17,CUS000066,PROD000008,Partner C,9,292.42,0.048,2505.45
ORD002402,2025-12-26 09:13:44,CUS000038,PROD000020,Messe,5,905.55,0.076,4183.64
ORD002403,2025-09-11 08:05:58,CUS000161,PROD000017,Partner C,9,405.5,0.093,3310.1
ORD002404,2025-06-27 10:11:42,CUS000067,PROD000013,Partner B,10,235.2,0.0,2352.0
ORD002405,2025-04-22 01:04:31,CUS000100,PROD000001,Partner B,4,1692.54,0.004,6743.08
ORD002406,2025-04-08 11:25:28,CUS000077,PROD000002,Partner C,5,498.02,0.005,2477.65
ORD002407,2025-10-23 01:20:49,CUS000035,PROD000015,Partner D,4,834.88,0.011,3302.79
ORD002408,2025-10-02 02:49:47,CUS000045,PROD000012,Interner Vertrieb,2,324.04,0.081,595.59
ORD002409,2025-07-07 23:38:47,CUS000150,PROD000014,Partner B,1,292.78,0.09,266.43
ORD002410,2025-04-12 07:22:47,CUS000068,PROD000002,Partner D,8,498.02,0.131,3462.24
